Elapsed time sequential: 0.044910 seconds
Elapsed time random: 0.057646 seconds
Elapsed time sequential: 0.047894 seconds
Elapsed time random: 0.058197 seconds
Elapsed time sequential: 0.043703 seconds
Elapsed time random: 0.058770 seconds
Elapsed time sequential: 0.044837 seconds
Elapsed time random: 0.059738 seconds
Elapsed time sequential: 0.042730 seconds
Elapsed time random: 0.061740 seconds
Elapsed time sequential: 0.042821 seconds
Elapsed time random: 0.060461 seconds
Elapsed time sequential: 0.042850 seconds
Elapsed time random: 0.060796 seconds
Elapsed time sequential: 0.042863 seconds
Elapsed time random: 0.063408 seconds
Elapsed time sequential: 0.042739 seconds
Elapsed time random: 0.061663 seconds
Elapsed time sequential: 0.047911 seconds
Elapsed time random: 0.062609 seconds
Elapsed time sequential: 0.043276 seconds
Elapsed time random: 0.065524 seconds
Elapsed time sequential: 0.043238 seconds
Elapsed time random: 0.062643 seconds
Elapsed time sequential: 0.042799 seconds
Elapsed time random: 0.062665 seconds
Elapsed time sequential: 0.043365 seconds
Elapsed time random: 0.061681 seconds
Elapsed time sequential: 0.043175 seconds
Elapsed time random: 0.066334 seconds
Elapsed time sequential: 0.044416 seconds
Elapsed time random: 0.066282 seconds
Elapsed time sequential: 0.044468 seconds
Elapsed time random: 0.062751 seconds
Elapsed time sequential: 0.042907 seconds
Elapsed time random: 0.062644 seconds
Elapsed time sequential: 0.048769 seconds
Elapsed time random: 0.068183 seconds
Elapsed time sequential: 0.042936 seconds
Elapsed time random: 0.062932 seconds
Elapsed time sequential: 0.044017 seconds
Elapsed time random: 0.064311 seconds
Elapsed time sequential: 0.043362 seconds
Elapsed time random: 0.063390 seconds
Elapsed time sequential: 0.042831 seconds
Elapsed time random: 0.065483 seconds
Elapsed time sequential: 0.043503 seconds
Elapsed time random: 0.064605 seconds
Elapsed time sequential: 0.043261 seconds
Elapsed time random: 0.062779 seconds
Elapsed time sequential: 0.042755 seconds
Elapsed time random: 0.063892 seconds
Elapsed time sequential: 0.042960 seconds
Elapsed time random: 0.064844 seconds
Elapsed time sequential: 0.046010 seconds
Elapsed time random: 0.065669 seconds
Elapsed time sequential: 0.043226 seconds
Elapsed time random: 0.064260 seconds
Elapsed time sequential: 0.042801 seconds
Elapsed time random: 0.063790 seconds
Elapsed time sequential: 0.043650 seconds
Elapsed time random: 0.064597 seconds
Elapsed time sequential: 0.042882 seconds
Elapsed time random: 0.064498 seconds
Elapsed time sequential: 0.043727 seconds
Elapsed time random: 0.073310 seconds
Elapsed time sequential: 0.045043 seconds
Elapsed time random: 0.069480 seconds
Elapsed time sequential: 0.045032 seconds
Elapsed time random: 0.072973 seconds
Elapsed time sequential: 0.043271 seconds
Elapsed time random: 0.075112 seconds
Elapsed time sequential: 0.043255 seconds
Elapsed time random: 0.074042 seconds
Elapsed time sequential: 0.043131 seconds
Elapsed time random: 0.073555 seconds
